OBJECTID;IDEST;ESTACION;DIRECC;POBLACION;LINK_ESTAC;ZONA;LINK_ZONA;PROVCOD;NO2;NO_;NOX;O3;CO;SO2;PST;PM10;PM2_5;BEN;ETB;MPX;O_X;TOL;NH3;SH2;HC;MSV;CL2;HCL;HCMET;HCNOMET;TEMPERATUR;HUMEDAD;PRESION;RADIACION;RAD_UV;LLUVIA;LL_ACIDA;DIR_VIENTO;V_VIENTO;XUTM;YUTM
8;57,00;Parque Europa;Pq. Europa s/n (Txurdinaga);Bilbao;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@BJNVN&CodEst=EUROPA&lenguaje=c;Bajo Nervión/Nerbioi behera;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@BJNVN;BIZKAIA;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;508031,12;4789334,55
9;58,00;Parque San Martín;Parque San Martín s/n;Vitoria-Gasteiz;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@LLALV&CodEst=MARTIN&lenguaje=c;Llanada Alavesa/Arabako lautada;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@LLALV;ARABA;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;525537,32;4744065,44
10;59,00;Puio;C/Puyo, 14;Donostia;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@DONOS&CodEst=PUYO&lenguaje=c;Donostialdea;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@DONOS;GIPUZKOA;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;1;582509,62;4795149,42
11;60,00;Renteria;Poligono Olibet s/n;Renteria;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@DONOS&CodEst=RENTE1&lenguaje=c;Donostialdea;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@DONOS;GIPUZKOA;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;589363,80;4796545,94
12;61,00;San Adrián;Avda.San Adrián s/n;Bilbao;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@BJNVN&CodEst=ADRIAN&lenguaje=c;Bajo Nervión/Nerbioi behera;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@BJNVN;BIZKAIA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;505436,04;4788791,68
13;62,00;Sangroniz reubicado;C/Iturrikosolo s/n;Sondika;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@BJNVN&CodEst=SGRNIZ&lenguaje=c;Bajo Nervión/Nerbioi behera;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@BJNVN;BIZKAIA;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;1;505753,73;4794166,71
14;63,00;Santa Ana;Plaza Santa Ana s/n;Getxo;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@BJNVN&CodEst=STAANA&lenguaje=c;Bajo Nervión/Nerbioi behera;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@BJNVN;BIZKAIA;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499216,80;4796977,78
15;64,00;Santurce;C/Vista Alegre, 29;Santurce;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@BJNVN&CodEst=SANTUR&lenguaje=c;Bajo Nervión/Nerbioi behera;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@BJNVN;BIZKAIA;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;496086,58;4798306,06
16;65,00;Serantes;Monte Serantes s/n;Santurce;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@KOSTA&CodEst=SERANT&lenguaje=c;Kostaldea;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@KOSTA;BIZKAIA;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;495002,48;4798160,22
17;66,00;Sestao;Sestao;Sestao;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@BJNVN&CodEst=SESTAO&lenguaje=c;Bajo Nervión/Nerbioi behera;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@BJNVN;BIZKAIA;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500434,51;4795188,77
18;67,00;Tolosa;Nafarroa Etorbidea s/n;Tolosa;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@GOIHE&CodEst=TOLOSA&lenguaje=c;Alto Oria/Oria garaia;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@GOIHE;GIPUZKOA;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575096,46;4775958,35
19;68,00;Tres de Marzo;Pl.Tres de Marzo s/n;Vitoria-Gasteiz;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@LLALV&CodEst=MARZO3&lenguaje=c;Llanada Alavesa/Arabako lautada;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@LLALV;ARABA;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;527249,24;4745091,68
20;69,00;Txurdinaga;C/Circo Amateur s/n;Bilbao;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@BJNVN&CodEst=TXURDI&lenguaje=c;Bajo Nervión/Nerbioi behera;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@BJNVN;BIZKAIA;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;507619,70;4788670,13
21;70,00;Urkiola;Parque Natural de Urkiola;Durango;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@IBDEB&CodEst=URKIOL&lenguaje=c;Ibaizabal-Alto Deba/Ibaizabal-Deba garaia;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@IBDEB;BIZKAIA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;528518,90;4772232,59
22;71,00;Valderejo;Ctro.Interpretación-Valderejo;Valdegobia;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@RIBER&CodEst=VALDER&lenguaje=c;Alava Meridional/Hegoaldeko Araba;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@RIBER;ARABA;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;1;481179,84;4747185,68
23;72,00;Zalla;C/Kosme Bibanko, 2;Zalla;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@ENKAR&CodEst=ZALLA&lenguaje=c;Encartaciones/Enkarterriak;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@ENKAR;BIZKAIA;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;489184,32;4784669,38
24;73,00;Zelaieta Parque;Parque Zelaieta s/n;Amorebieta;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@IBDEB&CodEst=ZELAIE&lenguaje=c;Ibaizabal-Alto Deba/Ibaizabal-Deba garaia;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@IBDEB;BIZKAIA;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;521650,83;4785626,72
25;74,00;Zierbena (Puerto);Puerto de Zierbena s/n;Zierbena;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@KOSTA&CodEst=ZIERBE&lenguaje=c;Kostaldea;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@KOSTA;BIZKAIA;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;493521,67;4800238,98
26;75,00;Zorroza Matadero;;Bilbao;;Bajo Nervión/Nerbioi behera;;BIZKAIA;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;502565,78;4792350,59
27;76,00;Zorroza Parque;Plaza Azoka;Bilbao;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@BJNVN&CodEst=ZORRO2&lenguaje=c;Bajo Nervión/Nerbioi behera;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@BJNVN;BIZKAIA;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;502071,06;4791786,92
28;77,00;Calcinor-Alegia;;Tolosa;;;;GIPUZKOA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;576012,50;4771182,27
29;78,00;Canteras Nafarrondo;;Orozko;;;;BIZKAIA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;506994,03;4774992,13
30;79,00;GSB Azkoitia;;Azkoitia;;;;GIPUZKOA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;555243,00;4780369,34
31;80,00;Malmasin (Sidenor);;Basauri;;;;BIZKAIA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;509399,85;4786436,99
32;81,00;Nervacero;;Valle de Trapaga;;;;BIZKAIA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498256,85;4794968,94
33;82,00;Orona;;Hernani;;;;GIPUZKOA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;585620,44;4790340,22
34;83,00;Tubos Reunidos;;Amurrio;;;;ARABA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500604,86;4768824,02
35;84,00;Productos Tubulares Sestao;;Sestao;;;;BIZKAIA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499789,46;4794774,53
36;85,00;San Miguel (Sidenor);;Basauri;;;;BIZKAIA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;509780,63;4785791,88
37;88,00;Tubacex;;AMURRIO;;;;ARABA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499940,75;4765257,02
38;90,00;ARS (Acid Regeneration System);;Vitoria-Gasteiz;;;;ARABA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;528187,66;4746184,15
39;93,00;Munoa;;Barakaldo;;;;BIZKAIA;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;501909,51;4792781,51
40;97,00;Zumarraga;Grupo Izazpi, nros. 3 y 6,Zumarraga;Zumarraga;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@UROLA&CodEst=ZUMARR&lenguaje=c;Alto Urola/Urola garaia;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@UROLA;GIPUZKOA;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00
41;1,00;7 Campas;Grupo Ikastalde s/n;Bilbao;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@BJNVN&CodEst=7CAMPA&lenguaje=c;Bajo Nervión/Nerbioi behera;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@BJNVN;BIZKAIA;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;502311,68;4791452,08
42;2,00;Abanto;Avda. del Minero, 2;Abanto-Zierbena;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@BJNVN&CodEst=ABANTO&lenguaje=c;Bajo Nervión/Nerbioi behera;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@BJNVN;BIZKAIA;1;1;1;1;0;1;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;494113,25;4796607,27
43;3,00;Agurain;Comisaría de la Ertzaintza;Agurain;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@LLALV&CodEst=AGURAI&lenguaje=c;Llanada Alavesa/Arabako lautada;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@LLALV;ARABA;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;549644,37;4744436,41
44;4,00;Algorta (BBIZI2);Paseo de la Galea s/n;Getxo;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@KOSTA&CodEst=ALGORT&lenguaje=c;Kostaldea;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@KOSTA;BIZKAIA;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;498262,06;4801228,97
45;5,00;Alonsotegi;C/Baztieta s/n(Irauregi);Alonsotegi;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@BJNVN&CodEst=ALONSO&lenguaje=c;Bajo Nervión/Nerbioi behera;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@BJNVN;BIZKAIA;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;501059,86;4788529,85
46;6,00;Amorebieta Polideportivo;Bº Larrea,11 (Polidep.);Amorebieta;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@IBDEB&CodEst=AMOREB&lenguaje=c;Ibaizabal-Alto Deba/Ibaizabal-Deba garaia;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@IBDEB;BIZKAIA;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;521534,57;4786219,61
47;7,00;Amurrio;Centro de Salud;Amurrio;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@ALTNV&CodEst=AMURRI&lenguaje=c;Alto Nervión/Nerbioi garaia;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@ALTNV;ARABA;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;500410,83;4766488,38
48;8,00;Areta;Bº Areta s/n;Llodio;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@ALTNV&CodEst=ARETA1&lenguaje=c;Alto Nervión/Nerbioi garaia;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@ALTNV;ARABA;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;504603,05;4777344,38
49;9,00;Arraiz (Monte);Camino de Arraiz, s/n;Bilbao;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@BJNVN&CodEst=ARRAIZ&lenguaje=c;Bajo Nervión/Nerbioi behera;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@BJNVN;BIZKAIA;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;1;1;503314,42;4788292,48
50;10,00;Arrigorriaga;C/Kurutzea s/n;Arrigorriaga;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@ALTNV&CodEst=ARRI01&lenguaje=c;Alto Nervión/Nerbioi garaia;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@ALTNV;BIZKAIA;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;509352,06;4784322,25
51;11,00;Ategorrieta;Avda.Alcalde José Elosegi;Donostia;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@DONOS&CodEst=ATEGOR&lenguaje=c;Donostialdea;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@DONOS;GIPUZKOA;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;584378,39;4797305,69
52;12,00;Av.Gasteiz;Avda. Gasteiz,97;Vitoria-Gasteiz;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/estaciones.apl?CodZona=@LLALV&CodEst=GASTEI&lenguaje=c;Llanada Alavesa/Arabako lautada;http://www.ingurumena.ejgv.euskadi.net/r49-n82/es/vima_ai_vigilancia/est_zona.apl?CodZona=@LLALV;ARABA;1;1;1;1;0;1;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;526192,64;4744946,34
